iter	Passed	Remaining
218	12198	43501
219	12257	43456
220	12312	43400
221	12366	43339
222	12419	43273
223	12475	43218
224	12529	43156
225	12587	43109
226	12644	43059
227	12707	43028
228	12769	42992
229	12826	42940
230	12879	42874
231	12931	42806
232	12985	42746
233	13045	42704
234	13102	42654
235	13163	42613
236	13224	42574
237	13276	42508
238	13329	42443
239	13381	42374
240	13431	42302
241	13484	42236
242	13537	42171
243	13600	42140
244	13659	42094
245	13719	42049
246	13767	41971
247	13816	41896
248	13865	41818
249	13917	41753
250	13967	41678
251	14021	41618
252	14077	41565
253	14145	41544
254	14205	41501
255	14262	41450
256	14318	41395
257	14376	41346
258	14438	41309
259	14493	41251
260	14548	41193
261	14601	41129
262	14663	41091
263	14724	41049
264	14784	41006
265	14841	40954
266	14892	40883
267	14943	40815
268	14995	40750
269	15046	40681
270	15095	40606
271	15145	40536
272	15195	40466
273	15250	40407
274	15306	40352
275	15363	40300
276	15414	40233
277	15467	40170
278	15519	40105
279	15573	40047
280	15639	40016
281	15703	39982
282	15766	39944
283	15827	39903
284	15883	39848
285	15943	39803
286	15999	39748
287	16059	39702
288	16112	39639
289	16166	39580
290	16218	39514
291	16270	39451
292	16323	39387
293	16373	39319
294	16424	39252
295	16472	39176
296	16518	39098
297	16565	39023
298	16613	38949
299	16659	38873
300	16706	38795
301	16758	38733
302	16811	38672
303	16864	38610
304	16916	38548
305	16969	38487
306	17024	38429
307	17073	38359
308	17120	38286
309	17167	38211
310	17213	38135
311	17260	38062
312	17315	38005
313	17373	37956
314	17433	37911
315	17496	37872
316	17557	37828
317	17612	37773
318	17670	37723
319	17726	37668
320	17780	37610
321	17835	37554
322	17892	37501
323	17952	37457
324	18008	37402
325	18061	37342
326	18126	37306
327	18177	37241
328	18227	37175
329	18277	37108
330	18325	37039
331	18378	36977
332	18429	36914
333	18482	36854
334	18539	36802
335	18596	36750
336	18652	36696
337	18705	36636
338	18757	36574
339	18808	36511
340	18856	36441
341	18905	36373
342	18954	36305
343	19006	36244
344	19054	36176
345	19107	36116
346	19158	36053
347	19206	35984
348	19254	35916
349	19308	35859
350	19367	35810
351	19423	35756
352	19488	35719
353	19535	35650
354	19587	35588
355	19640	35529
356	19694	35472
357	19748	35414
358	19800	35354
359	19863	35313
360	19918	35257
361	19967	35191
362	20019	35130
363	20072	35072
364	20126	35014
365	20180	34957
366	20235	34902
367	20295	34855
368	20354	34807
369	20408	34750
370	20463	34694
371	20520	34641
372	20576	34587
373	20630	34531
374	20689	34483
375	20746	34430
376	20805	34381
377	20860	34326
378	20919	34276
379	20979	34229
380	21035	34175
381	21087	34116
382	21141	34058
383	21199	34008
384	21255	33953
385	21321	33914
386	21376	33859
387	21443	33823
388	21507	33782
389	21573	33743
390	21637	33701
391	21702	33661
392	21760	33609
393	21814	33552
394	21868	33495
395	21925	33441
396	21981	33387
397	22042	33341
398	22100	33289
399	22150	33226
400	22204	33168
401	22255	33105
402	22303	33040
403	22353	32976
404	22401	32910
405	22451	32847
406	22500	32782
407	22548	32717
408	22602	32660
409	22654	32599
410	22703	32536
411	22752	32472
412	22803	32410
413	22852	32346
414	22901	32282
415	22959	32231
416	23016	32178
417	23073	32126
418	23129	32072
419	23190	32025
420	23246	31970
421	23304	31919
422	23359	31863
423	23413	31807
424	23471	31755
425	23524	31697
426	23581	31645
427	23645	31601
428	23702	31548
429	23756	31491
430	23813	31438
431	23892	31414
432	23949	31360
433	24006	31308
434	24064	31256
435	24129	31212
436	24186	31160
437	24255	31121
438	24323	31083
439	24380	31030
440	24434	30972
441	24489	30916
442	24541	30857
443	24597	30802
444	24650	30743
445	24701	30683
446	24751	30621
447	24806	30565
448	24869	30519
449	24934	30475
450	24994	30425
451	25050	30370
452	25109	30320
453	25167	30267
454	25229	30219
455	25291	30172
456	25350	30120
457	25409	30070
458	25469	30020
459	25529	29969
460	25587	29916
461	25642	29860
462	25705	29813
463	25762	29759
464	25824	29711
465	25893	29671
466	25951	29619
467	26014	29571
468	26065	29511
469	26119	29453
470	26182	29407
471	26240	29354
472	26303	29306
473	26362	29254
474	26416	29196
475	26469	29138
476	26529	29088
477	26583	29030
478	26634	28969
479	26685	28909
480	26734	28846
481	26784	28784
482	26832	28720
483	26878	28655
484	26925	28591
485	26972	28526
486	27020	28462
487	27066	28398
488	27118	28338
489	27174	28283
490	27226	28224
491	27279	28166
492	27333	28109
493	27384	28049
494	27436	27991
495	27490	27933
496	27539	27871
497	27590	27811
498	27640	27751
499	27689	27689
500	27738	27628
501	27788	27567
502	27838	27506
503	27887	27444
504	27936	27383
505	27984	27321
506	28033	27259
507	28079	27195
508	28127	27132
509	28173	27068
510	28220	27005
511	28271	26945
512	28323	26888
513	28374	26828
514	28425	26769
515	28475	26709
516	28525	26649
517	28578	26591
518	28630	26534
519	28679	26473
520	28729	26413
521	28779	26353
522	28826	26291
523	28875	26230
524	28922	26168
525	28970	26106
526	29019	26045
527	29066	25983
528	29112	25920
529	29158	25857
530	29206	25796
531	29257	25737
532	29318	25687
533	29372	25631
534	29427	25576
535	29478	25518
536	29530	25460
537	29580	25401
538	29631	25343
539	29680	25283
540	29730	25224
541	29779	25164
542	29824	25101
543	29873	25040
544	29920	24979
545	29967	24918
546	30015	24857
547	30062	24795
548	30108	24734
549	30154	24672
550	30200	24610
551	30252	24552
552	30303	24494
553	30358	24440
554	30413	24385
555	30462	24326
556	30512	24267
557	30562	24209
558	30610	24149
559	30661	24090
560	30709	24031
561	30759	23972
562	30809	23914
563	30859	23856
564	30908	23796
565	30953	23734
566	31001	23675
567	31048	23614
568	31095	23553
569	31141	23492
570	31189	23432
571	31235	23371
572	31288	23316
573	31341	23260
574	31392	23203
575	31441	23144
576	31489	23085
577	31539	23026
578	31589	22969
579	31644	22915
580	31699	22860
581	31757	22808
582	31812	22754
583	31864	22698
584	31919	22643
585	31972	22587
586	32026	22533
587	32080	22477
588	32131	22421
589	32177	22360
590	32226	22302
591	32277	22245
592	32327	22187
593	32377	22130
594	32429	22073
595	32480	22016
596	32529	21958
597	32577	21899
598	32622	21839
599	32669	21779
600	32717	21720
601	32763	21661
602	32812	21603
603	32859	21543
604	32905	21483
605	32951	21424
606	32998	21364
607	33045	21305
608	33092	21246
609	33139	21187
610	33186	21128
611	33234	21069
612	33288	21015
613	33341	20960
614	33394	20905
615	33446	20849
616	33499	20794
617	33548	20737
618	33598	20680
619	33648	20623
620	33697	20566
621	33748	20509
622	33796	20451
623	33846	20394
624	33895	20337
625	33944	20279
626	33995	20223
627	34045	20166
628	34094	20109
629	34144	20052
630	34192	19995
631	34242	19938
632	34289	19880
633	34336	19821
634	34384	19764
635	34431	19705
636	34477	19647
637	34524	19588
638	34570	19530
639	34618	19473
640	34667	19416
641	34714	19357
642	34767	19303
643	34820	19248
644	34867	19190
645	34913	19132
646	34960	19074
647	35008	19016
648	35055	18959
649	35105	18902
650	35153	18845
651	35204	18789
652	35255	18734
653	35308	18679
654	35360	18624
655	35413	18570
656	35466	18515
657	35517	18460
658	35568	18404
659	35621	18350
660	35673	18295
661	35725	18240
662	35776	18185
663	35825	18128
664	35875	18072
665	35923	18015
666	35972	17959
667	36019	17902
668	36066	17844
669	36113	17787
670	36159	17729
671	36205	17671
672	36256	17616
673	36307	17561
674	36357	17505
675	36408	17449
676	36458	17394
677	36506	17337
678	36555	17281
679	36605	17226
680	36654	17170
681	36701	17113
682	36749	17056
683	36798	17000
684	36846	16943
685	36892	16886
686	36939	16829
687	36988	16773
688	37034	16716
689	37080	16659
690	37127	16602
691	37176	16546
692	37224	16490
693	37276	16435
694	37329	16381
695	37379	16326
696	37431	16272
697	37483	16217
698	37534	16162
699	37585	16107
700	37635	16052
701	37684	15996
702	37733	15941
703	37784	15886
704	37835	15831
705	37884	15776
706	37933	15720
707	37985	15666
708	38035	15611
709	38084	15555
710	38134	15500
711	38183	15445
712	38231	15389
713	38279	15333
714	38325	15276
715	38372	15220
716	38419	15164
717	38466	15108
718	38514	15052
719	38561	14996
720	38607	14939
721	38654	14883
722	38700	14827
723	38747	14771
724	38796	14715
725	38842	14659
726	38889	14603
727	38935	14547
728	38983	14491
729	39030	14435
730	39079	14380
731	39128	14325
732	39178	14270
733	39232	14217
734	39287	14164
735	39341	14111
736	39397	14059
737	39450	14005
738	39504	13952
739	39559	13899
740	39614	13846
741	39666	13792
742	39716	13737
743	39762	13681
744	39809	13626
745	39855	13570
746	39902	13514
747	39948	13458
748	39999	13404
749	40046	13348
750	40093	13293
751	40139	13237
752	40186	13182
753	40237	13128
754	40289	13073
755	40341	13020
756	40393	12966
757	40443	12912
758	40494	12858
759	40546	12804
760	40599	12750
761	40649	12696
762	40698	12641
763	40746	12586
764	40796	12532
765	40844	12477
766	40890	12421
767	40937	12366
768	40984	12311
769	41031	12256
770	41078	12200
771	41125	12145
772	41173	12090
773	41222	12036
774	41277	11983
775	41329	11930
776	41381	11876
777	41432	11822
778	41483	11768
779	41533	11714
780	41582	11660
781	41630	11605
782	41681	11551
783	41727	11496
784	41774	11441
785	41820	11386
786	41867	11331
787	41915	11276
788	41965	11222
789	42012	11167
790	42059	11113
791	42105	11058
792	42153	11003
793	42202	10949
794	42253	10895
795	42306	10842
796	42358	10789
797	42411	10735
798	42462	10682
799	42514	10628
800	42565	10574
801	42616	10521
802	42666	10467
803	42716	10413
804	42766	10359
805	42815	10305
806	42867	10252
807	42916	10198
808	42964	10143
809	43011	10089
810	43058	10034
811	43105	9980
812	43153	9925
813	43202	9871
814	43255	9818
815	43307	9765
816	43356	9711
817	43406	9657
818	43456	9603
819	43506	9550
820	43557	9496
821	43605	9442
822	43652	9388
823	43699	9333
824	43746	9279
825	43793	9225
826	43840	9171
827	43887	9116
828	43934	9062
829	43983	9008
830	44030	8954
831	44077	8900
832	44123	8845
833	44170	8791
834	44221	8738
835	44274	8685
836	44327	8632
837	44382	8579
838	44434	8526
839	44485	8473
840	44537	8420
841	44587	8366
842	44638	8313
843	44689	8260
844	44740	8206
845	44791	8153
846	44841	8100
847	44889	8046
848	44935	7992
849	44982	7938
850	45029	7884
851	45077	7830
852	45124	7776
853	45172	7722
854	45222	7669
855	45275	7616
856	45327	7563
857	45377	7510
858	45427	7456
859	45477	7403
860	45526	7349
861	45577	7296
862	45626	7243
863	45672	7189
864	45719	7135
865	45767	7081
866	45814	7028
867	45860	6974
868	45908	6920
869	45957	6867
870	46005	6813
871	46053	6760
872	46099	6706
873	46146	6652
874	46197	6599
875	46248	6546
876	46300	6493
877	46356	6441
878	46408	6388
879	46458	6335
880	46507	6281
881	46556	6228
882	46606	6175
883	46654	6122
884	46704	6069
885	46756	6016
886	46806	5962
887	46854	5909
888	46901	5856
889	46949	5802
890	46996	5749
891	47042	5695
892	47092	5642
893	47141	5589
894	47190	5536
895	47242	5483
896	47294	5430
897	47344	5377
898	47393	5324
899	47442	5271
900	47492	5218
901	47542	5165
902	47591	5112
903	47640	5059
904	47689	5006
905	47737	4952
906	47784	4899
907	47831	4846
908	47877	4793
909	47923	4739
910	47970	4686
911	48017	4633
912	48072	4580
913	48131	4528
914	48186	4476
915	48238	4423
916	48293	4371
917	48349	4318
918	48408	4266
919	48463	4214
920	48520	4161
921	48573	4109
922	48626	4056
923	48681	4004
924	48737	3951
925	48788	3898
926	48841	3846
927	48892	3793
928	48942	3740
929	48991	3687
930	49047	3635
931	49101	3582
932	49149	3529
933	49201	3476
934	49254	3424
935	49302	3371
936	49353	3318
937	49402	3265
938	49451	3212
939	49503	3159
940	49554	3107
941	49608	3054
942	49664	3002
943	49719	2949
944	49777	2897
945	49830	2844
946	49884	2791
947	49940	2739
948	50000	2687
949	50057	2634
950	50116	2582
951	50177	2529
952	50241	2477
953	50301	2425
954	50360	2372
955	50419	2320
956	50480	2268
957	50540	2215
958	50597	2163
959	50655	2110
960	50710	2057
961	50783	2006
962	50856	1953
963	50924	1901
964	50983	1849
965	51044	1796
966	51104	1744
967	51166	1691
968	51331	1642
969	51411	1590
970	51465	1537
971	51518	1484
972	51570	1431
973	51630	1378
974	51685	1325
975	51740	1272
976	51794	1219
977	51847	1166
978	51900	1113
979	51953	1060
980	52009	1007
981	52064	954
982	52117	901
983	52173	848
984	52226	795
985	52282	742
986	52335	689
987	52392	636
988	52446	583
989	52499	530
990	52549	477
991	52601	424
992	52652	371
993	52703	318
994	52750	265
995	52798	212
996	52849	159
997	52899	106
998	52948	53
999	52996	0
