iter	Logloss
187	0.3225488125
188	0.3221342886
189	0.3217723046
190	0.3213842958
191	0.3209375316
192	0.3204249282
193	0.3197891772
194	0.3192571578
195	0.3188719544
196	0.3184287417
197	0.3177650278
198	0.3173116979
199	0.3168558834
200	0.3164345958
201	0.3159474574
202	0.3153467969
203	0.3147679745
204	0.3143231441
205	0.3138927591
206	0.3135182663
207	0.3129667846
208	0.3124978255
209	0.3121145956
210	0.3116264155
211	0.3111611403
212	0.3108103262
213	0.3099292934
214	0.309566877
215	0.3092453291
216	0.308846946
217	0.3084121948
218	0.3080056201
219	0.3076937697
220	0.3072974818
221	0.3068458092
222	0.3065292576
223	0.306249029
224	0.3058741481
225	0.3054570476
226	0.3049702796
227	0.3045196888
228	0.3040822259
229	0.3037703518
230	0.3035158289
231	0.3032463407
232	0.3029040422
233	0.3024245628
234	0.3020786519
235	0.3015197468
236	0.3012335723
237	0.3005153446
238	0.3000698783
239	0.2995983817
240	0.2991627847
241	0.2988618805
242	0.2984981398
243	0.2981884798
244	0.2978967515
245	0.2973619321
246	0.2970017895
247	0.2964235779
248	0.2960042609
249	0.2957071363
250	0.2952844485
251	0.2949147817
252	0.2945976783
253	0.2941581408
254	0.2935169714
255	0.2931487675
256	0.29271823
257	0.2923414666
258	0.2918693738
259	0.2912963686
260	0.2910366581
261	0.290758076
262	0.290401986
263	0.290071744
264	0.2895945502
265	0.2892505799
266	0.2889839711
267	0.2886983263
268	0.2880865326
269	0.2877693194
270	0.2874605568
271	0.2872251188
272	0.2867490849
273	0.2864496602
274	0.2861924618
275	0.2857987616
276	0.2855617195
277	0.2851946907
278	0.2847616353
279	0.2844927151
280	0.2840404691
281	0.2837391836
282	0.2833785707
283	0.2830719437
284	0.2827241183
285	0.2823415311
286	0.2821164813
287	0.2817504251
288	0.2814596479
289	0.2810325785
290	0.2806772401
291	0.2803716956
292	0.2801253861
293	0.2798055032
294	0.2795417837
295	0.279333898
296	0.2790394332
297	0.2785835775
298	0.2779565838
299	0.277603037
300	0.277456618
301	0.2771350012
302	0.2768058023
303	0.2764552168
304	0.2761669149
305	0.275919273
306	0.2757014032
307	0.2753073067
308	0.2750523379
309	0.2748498145
310	0.2746004909
311	0.2743994096
312	0.2742436228
313	0.2739743899
314	0.2737127088
315	0.2734986907
316	0.2731344132
317	0.272840172
318	0.2725675076
319	0.2722638505
320	0.2718641633
321	0.2716103885
322	0.271350609
323	0.2711311165
324	0.270860277
325	0.2707037482
326	0.2704499826
327	0.2702052392
328	0.269884254
329	0.269422439
330	0.2690279325
331	0.2687454838
332	0.2684823476
333	0.2682104676
334	0.2679006776
335	0.2676615633
336	0.2673299575
337	0.2670738109
338	0.2668161758
339	0.2662400862
340	0.2658504712
341	0.2655921947
342	0.2653622463
343	0.2650968933
344	0.2648496781
345	0.2645325038
346	0.2643480385
347	0.2640350992
348	0.2637531145
349	0.2635380891
350	0.2631459722
351	0.2629004361
352	0.2626330136
353	0.2624648012
354	0.2622527926
355	0.2620072307
356	0.2617495484
357	0.2615660603
358	0.261277693
359	0.2610180687
360	0.2607849517
361	0.2605636177
362	0.2604232245
363	0.2602373571
364	0.2599453955
365	0.2597505103
366	0.2594252829
367	0.2592669835
368	0.2590833741
369	0.2588470831
370	0.2584743475
371	0.2582649206
372	0.2578790577
373	0.2577292999
374	0.2574796998
375	0.2572351385
376	0.2568444894
377	0.2566164762
378	0.2563502407
379	0.2560677095
380	0.2558904995
381	0.2555139055
382	0.2553104156
383	0.2551130754
384	0.2548673257
385	0.2546531695
386	0.2543694975
387	0.254087299
388	0.2538488683
389	0.2536159547
390	0.253393647
391	0.2531059743
392	0.2528327345
393	0.2524821692
394	0.2522554028
395	0.2521206663
396	0.2519406129
397	0.2518132722
398	0.2515067696
399	0.25126255
400	0.2510540448
401	0.2506648598
402	0.2504715951
403	0.2503380987
404	0.2500525834
405	0.2498094139
406	0.2495459636
407	0.2493358043
408	0.2491472749
409	0.2489546863
410	0.2487582103
411	0.2485671237
412	0.2482425875
413	0.24808042
414	0.2478163763
415	0.2476504771
416	0.2474622563
417	0.2473004431
418	0.2471618321
419	0.2468555682
420	0.246658009
421	0.2464603939
422	0.246261086
423	0.2460472528
424	0.2458498941
425	0.2456374629
426	0.2454927226
427	0.2452336614
428	0.2450006786
429	0.2448443593
430	0.2446604053
431	0.2445120498
432	0.2442671098
433	0.244010628
434	0.2438089506
435	0.2435847722
436	0.2434283817
437	0.243196849
438	0.2429780821
439	0.242777002
440	0.242534426
441	0.2423545304
442	0.2422071166
443	0.2420765984
444	0.2418767226
445	0.2417453032
446	0.2415298635
447	0.2413895711
448	0.241208747
449	0.2409064154
450	0.2406729853
451	0.2404856244
452	0.2402407041
453	0.2400460168
454	0.2398617673
455	0.2396379841
456	0.2393795433
457	0.2391442813
458	0.2390297618
459	0.2388396553
460	0.2387005647
461	0.2385402292
462	0.2383488522
463	0.2382260279
464	0.2379694821
465	0.2376059258
466	0.2374437959
467	0.2373025728
468	0.2371168249
469	0.2369723928
470	0.2367389226
471	0.2365292837
472	0.2363738937
473	0.2361422285
474	0.2359227394
475	0.2357445751
476	0.2355973866
477	0.2354171928
478	0.2353258717
479	0.2351524369
480	0.2349723429
481	0.2347772122
482	0.2345555758
483	0.2341935311
484	0.2338837121
485	0.2336963174
486	0.2335009971
487	0.2332612129
488	0.2330275365
489	0.2328495787
490	0.2326614611
491	0.2324565172
492	0.232252186
493	0.2319435524
494	0.2317544706
495	0.2315631234
496	0.2313364169
497	0.2312001475
498	0.2310236353
499	0.2308033589
500	0.2306185238
501	0.2304861496
502	0.2303075919
503	0.2301871771
504	0.2299964316
505	0.229782131
506	0.2295214183
507	0.2293720399
508	0.2291626097
509	0.2289467668
510	0.2287595094
511	0.2286307172
512	0.2284837336
513	0.2283441591
514	0.2281535043
515	0.228012109
516	0.2278718203
517	0.227770695
518	0.2275856053
519	0.2274275809
520	0.2272897415
521	0.2270278569
522	0.2269050044
523	0.2267024253
524	0.2265690381
525	0.2263934599
526	0.2261956478
527	0.2259970259
528	0.2258741726
529	0.225723915
530	0.2255490254
531	0.2253341579
532	0.2251931607
533	0.2250122598
534	0.2248274527
535	0.2246764956
536	0.2245305435
537	0.2243589822
538	0.2241940553
539	0.2240185443
540	0.2238991604
541	0.2235938097
542	0.2234330848
543	0.2232695594
544	0.2231163028
545	0.2229243386
546	0.2228177734
547	0.2226695342
548	0.2225045131
549	0.222311024
550	0.2221262448
551	0.2219551107
552	0.2217815394
553	0.2216273554
554	0.2214885741
555	0.2212529366
556	0.2210684006
557	0.2208755633
558	0.2207531641
559	0.2205541704
560	0.2203973988
561	0.2202018648
562	0.2200949029
563	0.2199374108
564	0.2197241692
565	0.2195549984
566	0.2194209112
567	0.2192911246
568	0.2191263921
569	0.2190226571
570	0.2188539001
571	0.2187594234
572	0.2184699531
573	0.2183433503
574	0.218223615
575	0.2180927722
576	0.2179387563
577	0.2177884318
578	0.2176456969
579	0.2174197857
580	0.2172247504
581	0.2170620295
582	0.2168445872
583	0.2166772913
584	0.2165428702
585	0.2163922838
586	0.2162190133
587	0.2160383534
588	0.2159180426
589	0.2157892647
590	0.215501586
591	0.2153564882
592	0.2152621957
593	0.2151458818
594	0.2150098511
595	0.2148531561
596	0.2147266074
597	0.2145249528
598	0.2144006451
599	0.2142752117
600	0.2141144162
601	0.2140006722
602	0.2138390952
603	0.2137300494
604	0.2136327528
605	0.2134917522
606	0.2133328758
607	0.2130514155
608	0.2129473023
609	0.2128377184
610	0.2126938811
611	0.212520972
612	0.212330477
613	0.212192171
614	0.2120689578
615	0.2119195487
616	0.2117489706
617	0.2115604203
618	0.2114422033
619	0.2113192563
620	0.2111401395
621	0.2109754717
622	0.2108314449
623	0.2106015847
624	0.2104992357
625	0.2103485119
626	0.210194878
627	0.2101065079
628	0.2099205951
629	0.2098138593
630	0.2096798402
631	0.2094511965
632	0.2092998594
633	0.2091578213
634	0.2090557367
635	0.2089188117
636	0.2087986251
637	0.2086589241
638	0.2085247705
639	0.2083724759
640	0.2082229635
641	0.2080451287
642	0.2079257468
643	0.20777941
644	0.20764525
645	0.2075245827
646	0.2073071181
647	0.2071333452
648	0.2070440432
649	0.2068988228
650	0.2068066078
651	0.2067276306
652	0.2065962768
653	0.2064872064
654	0.2063506086
655	0.2061865377
656	0.2060978604
657	0.2060040568
658	0.2058939441
659	0.2056766771
660	0.2054802658
661	0.2053373733
662	0.2052605669
663	0.2051080892
664	0.2050113486
665	0.204905364
666	0.2047258612
667	0.2045916793
668	0.2044343579
669	0.2042265127
670	0.2040812812
671	0.2039754636
672	0.2038435513
673	0.2036953775
674	0.2035626673
675	0.2034175155
676	0.2031517521
677	0.2029788177
678	0.2028381014
679	0.2026694253
680	0.2024763485
681	0.2023123927
682	0.2021484379
683	0.2020559156
684	0.2019470561
685	0.2018519267
686	0.201717442
687	0.2015970942
688	0.2014748937
689	0.2013378425
690	0.2012086116
691	0.201101351
692	0.200984045
693	0.2009025686
694	0.2007973104
695	0.2006623346
696	0.2005700518
697	0.2004166872
698	0.2002750008
699	0.200155394
700	0.200046057
701	0.1998898448
702	0.1998072278
703	0.1996767322
704	0.1995636782
705	0.1994073044
706	0.1993404026
707	0.199196202
708	0.1990877974
709	0.1989797261
710	0.1988605083
711	0.1987292588
712	0.1985660885
713	0.1984940605
714	0.1983626323
715	0.1982561327
716	0.1981103012
717	0.1979779668
718	0.1978715166
719	0.1976549245
720	0.1974891462
721	0.1973110747
722	0.197189785
723	0.1970571287
724	0.196934594
725	0.1968423298
726	0.1967418772
727	0.1966349151
728	0.1965472566
729	0.1964566781
730	0.1963305698
731	0.1962087136
732	0.196087871
733	0.1959749203
734	0.1958242678
735	0.1957261067
736	0.1955873054
737	0.1954338458
738	0.1953504807
739	0.1952278899
740	0.1950911896
741	0.1949687589
742	0.1947658762
743	0.1946461523
744	0.1945283352
745	0.1944228591
746	0.1942160325
747	0.1941285167
748	0.1939626987
749	0.193845982
750	0.1937392638
751	0.1936590987
752	0.1935479598
753	0.1934329463
754	0.1932902376
755	0.1931880059
756	0.1930277365
757	0.1929323402
758	0.1928014172
759	0.1926064286
760	0.1925266225
761	0.1924137792
762	0.1922540951
763	0.1921673874
764	0.1920683054
765	0.1919361936
766	0.1918282674
767	0.191707928
768	0.1915672612
769	0.191449799
770	0.1912921785
771	0.1911908933
772	0.1910245781
773	0.1908532569
774	0.1907566265
775	0.1906436998
776	0.1905132267
777	0.190414992
778	0.1903122106
779	0.1901981696
780	0.1900650745
781	0.1899552579
782	0.1898505943
783	0.1897537324
784	0.1896379704
785	0.189547054
786	0.1893813304
787	0.1892062295
788	0.1890532937
789	0.1889392198
790	0.1888073911
791	0.1887289255
792	0.1885422301
793	0.1883700943
794	0.1882364372
795	0.1881395812
796	0.1879844453
797	0.187852507
798	0.1877377408
799	0.1876377996
800	0.1875663081
801	0.1873761925
802	0.1872675226
803	0.18716141
804	0.1870625378
805	0.1869664795
806	0.1868831965
807	0.1867769232
808	0.1866946541
809	0.1865296114
810	0.1864077905
811	0.1862516176
812	0.186162026
813	0.1860721127
814	0.1859784011
815	0.1858913118
816	0.1857637765
817	0.1856572916
818	0.1855505866
819	0.1854659619
820	0.1853196628
821	0.1852140957
822	0.1850613147
823	0.1848780584
824	0.1848037739
825	0.1847000745
826	0.1845649731
827	0.1844344856
828	0.1843016136
829	0.1841913878
830	0.1839840876
831	0.1838024027
832	0.1836836352
833	0.1835324287
834	0.1834691839
835	0.183395435
836	0.1833381525
837	0.1832438224
838	0.1831471096
839	0.1830590229
840	0.1829760699
841	0.1828783205
842	0.1827297394
843	0.1826500637
844	0.1825557622
845	0.1824764151
846	0.1823774623
847	0.1822662624
848	0.1821320249
849	0.1820508951
850	0.1819261846
851	0.1818069545
852	0.1817276745
853	0.1816315736
854	0.181527129
855	0.1814499295
856	0.1813709041
857	0.1813006664
858	0.1812169723
859	0.1811348491
860	0.1810692804
861	0.180974579
862	0.1808673521
863	0.180776903
864	0.1806339664
865	0.1805317227
866	0.1804071391
867	0.1803020433
868	0.1801877379
869	0.1800909108
870	0.1799614423
871	0.1798810791
872	0.1797113379
873	0.1795542938
874	0.1793988482
875	0.1793191251
876	0.1791929247
877	0.1790890058
878	0.1789659469
879	0.1788779233
880	0.1787812346
881	0.1786786813
882	0.1785551521
883	0.1784674732
884	0.1783714431
885	0.1782545476
886	0.178174943
887	0.178099633
888	0.1779992042
889	0.1778724919
890	0.1777880107
891	0.1776613329
892	0.1775461925
893	0.1774210349
894	0.1773207861
895	0.1771975057
896	0.1771030816
897	0.1769866575
898	0.176909171
899	0.1768310344
900	0.1767370251
901	0.1766456528
902	0.176555621
903	0.1764363783
904	0.1763863102
905	0.1762497978
906	0.1761226705
907	0.1760282412
908	0.1759331337
909	0.1758294079
910	0.1757422211
911	0.1756560009
912	0.1754815247
913	0.1754045027
914	0.1753230973
915	0.1752685842
916	0.1751766657
917	0.1750904402
918	0.174935712
919	0.1748261397
920	0.1747627189
921	0.1746209705
922	0.1744744243
923	0.1743681367
924	0.1742771922
925	0.1741841252
926	0.1740961965
927	0.1739709902
928	0.1738647141
929	0.1738002992
930	0.1736820905
931	0.1735834294
932	0.1735088978
933	0.1733535055
934	0.17325903
935	0.173107673
936	0.1729176531
937	0.172840133
938	0.1727635687
939	0.1726739521
940	0.1725896977
941	0.1724009256
942	0.1723385012
943	0.1722603268
944	0.1721395829
945	0.1720386931
946	0.1719067449
947	0.1718334951
948	0.1717613649
949	0.1716600673
950	0.171570228
951	0.171433002
952	0.1713122674
953	0.1712449563
954	0.1711622594
955	0.1710601425
956	0.1709472032
957	0.1708033613
958	0.1706859445
959	0.1706009534
960	0.1705265648
961	0.1704336162
962	0.1703687743
963	0.1702396713
964	0.1701378711
965	0.1700370367
966	0.1699155306
967	0.1698237711
968	0.1697475076
969	0.1696535102
970	0.1695736973
971	0.1694769424
972	0.1694228231
973	0.1693028285
974	0.1692212163
975	0.1690992365
976	0.1689988306
977	0.1689342481
978	0.1688400656
979	0.1687336201
980	0.16864091
981	0.1685816595
982	0.1684956346
983	0.1684054645
984	0.1683281415
985	0.1682593188
986	0.1681524108
987	0.1680693978
988	0.1679239267
989	0.1678554989
990	0.1677479862
991	0.1676377241
992	0.1675662921
993	0.167471817
994	0.167377651
995	0.1672909283
996	0.1672082853
997	0.1671262476
998	0.1670062052
999	0.1669057205
